"info","date","|","|__name","|__size","|__r__001","|__r__002","|__r__003","|__v__001","|__v__002","|__v__003"
"Data for errors 2018-09-01","2018-09-01","1","Mercury","0.1","0.1128739884925727","0.2864027124804784","0.01304807783608455","-0.03180588833117815","0.01139727068301854","0.003849128951605092"
"","","2","Venus","0.15","0.4125841004269859","-0.5991953502803803","-0.03202834317910389","0.01652333514601415","0.01140003208270512","-0.0007971215921257224"
"","","3","Earth","0.2","0.937596171922158","-0.373699114579376","1.23355886581945E-05","0.006089902321385114","0.01591722075582741","-7.06590110667075E-07"
"","","4","Mars","0.25","1.150621691220159","-0.7663564980135056","-0.04429209792461616","0.008288283273146544","0.01284369910353569","6.57499810128968E-05"
"","","5","Jupiter","0.5","-2.933724867968953","-4.512617888428662","0.08438615902061689","0.006241367323739712","-0.003760888842304476","-0.0001240350112181933"
"","","6","Saturn","0.5","1.324762828223183","-9.975845153985082","0.1206700931923307","0.005230671606699307","0.0007141846059990603","-0.0002205632577078258"
"","","7","Uranus","0.5","17.26145862192712","9.85190630515945","-0.1869294041927498","-0.001972048282918933","0.003228957979074949","3.74640865186733E-05"
"","","8","Neptune","0.5","28.88590183814656","-7.860804919748419","-0.5038964602383325","0.0008101735097210225","0.003044827280472388","-8.1448326400194E-05"
